year,month,family,sales
2014,11,BEVERAGES,4449114.0
2014,11,BOOKS,0.0
2014,11,BREAD/BAKERY,742784.45008
2014,11,CELEBRATION,19609.0
2014,11,CLEANING,1700773.0
2014,11,DAIRY,1152036.0
2014,11,DELI,432251.02703
2014,11,EGGS,305548.0
2014,11,FROZEN FOODS,195512.906076
2014,11,GROCERY I,5707534.215
2014,11,GROCERY II,33254.0
2014,11,HARDWARE,2200.0
2014,11,HOME AND KITCHEN I,43126.0
2014,11,HOME AND KITCHEN II,18150.0
2014,11,HOME APPLIANCES,200.0
2014,11,HOME CARE,414424.0
2014,11,LADIESWEAR,20830.0
2014,11,LAWN AND GARDEN,7496.0
2014,11,LINGERIE,10747.0
2014,11,"LIQUOR,WINE,BEER",109157.0
2014,11,MAGAZINES,1988.0
2014,11,MEATS,511825.362873
2014,11,PERSONAL CARE,430732.0
2014,11,PET SUPPLIES,9041.0
2014,11,PLAYERS AND ELECTRONICS,14396.0
2014,11,POULTRY,638615.99734
2014,11,PREPARED FOODS,156105.036057
2014,11,PRODUCE,3346861.56419
2014,11,SCHOOL AND OFFICE SUPPLIES,2546.0
2014,11,SEAFOOD,40098.6449972
2014,12,AUTOMOTIVE,10709.0
2014,12,BABY CARE,169.0
2014,12,BEAUTY,6460.0
2014,12,BEVERAGES,4852560.0
2014,12,BOOKS,0.0
2014,12,BREAD/BAKERY,744178.92184
2014,12,CELEBRATION,19987.0
2014,12,CLEANING,1981056.0
2014,12,DAIRY,1230826.0
2014,12,DELI,476338.39706
2014,12,EGGS,304481.0
2014,12,FROZEN FOODS,867860.477072
2014,12,GROCERY I,7465455.145
2014,12,GROCERY II,55858.0
2014,12,HARDWARE,2437.0
2014,12,HOME AND KITCHEN I,72326.0
2014,12,HOME AND KITCHEN II,25054.0
2014,12,HOME APPLIANCES,636.0
2014,12,HOME CARE,441482.0
2014,12,LADIESWEAR,22165.0
2014,12,LAWN AND GARDEN,7666.0
2014,12,LINGERIE,12895.0
2014,12,"LIQUOR,WINE,BEER",253019.0
2014,12,MAGAZINES,2788.0
2014,12,MEATS,531165.753638
2014,12,PERSONAL CARE,502389.0
2014,12,PET SUPPLIES,9810.0
2014,12,PLAYERS AND ELECTRONICS,19936.0
2014,12,POULTRY,684696.359094
2014,12,PREPARED FOODS,153037.453056
2014,12,PRODUCE,3545158.514066
2014,12,SCHOOL AND OFFICE SUPPLIES,1992.0
2014,12,SEAFOOD,35862.343004199996
2015,1,AUTOMOTIVE,9103.0
2015,1,BABY CARE,0.0
2015,1,BEAUTY,4160.0
2015,1,BEVERAGES,2397121.0
2015,1,BOOKS,0.0
2015,1,BREAD/BAKERY,804971.6302
2015,1,CELEBRATION,0.0
2015,1,CLEANING,1859154.0
2015,1,DAIRY,1134521.0
2015,1,DELI,474786.287988
2015,1,EGGS,313143.0
2015,1,FROZEN FOODS,215616.5710355
2015,1,GROCERY I,5557804.579
2015,1,GROCERY II,33508.0
2015,1,HARDWARE,992.0
2015,1,HOME AND KITCHEN I,46108.0
2015,1,HOME AND KITCHEN II,23644.0
2015,1,HOME APPLIANCES,1074.0
2015,1,HOME CARE,0.0
2015,1,LADIESWEAR,0.0
2015,1,LAWN AND GARDEN,6882.0
2015,1,LINGERIE,9566.0
2015,1,"LIQUOR,WINE,BEER",124571.0
2015,1,MAGAZINES,0.0
2015,1,MEATS,543117.728891
2015,1,PERSONAL CARE,492686.0
2015,1,PET SUPPLIES,0.0
2015,1,PLAYERS AND ELECTRONICS,0.0
2015,1,POULTRY,641383.382107
2015,1,PREPARED FOODS,154989.042965
2015,1,PRODUCE,7554.0
2015,1,SCHOOL AND OFFICE SUPPLIES,0.0
2015,1,SEAFOOD,40465.835012
2015,2,AUTOMOTIVE,9194.0
2015,2,BABY CARE,0.0
2015,2,BEAUTY,4377.0
2015,2,BEVERAGES,2169912.0
2015,2,BOOKS,0.0
2015,2,BREAD/BAKERY,711927.25407
2015,2,CELEBRATION,0.0
2015,2,CLEANING,1705201.0
2015,2,DAIRY,1020747.0
2015,2,DELI,439862.78801
2015,2,EGGS,283264.0
2015,2,FROZEN FOODS,187841.4619855
2015,2,GROCERY I,5284455.885
2015,2,GROCERY II,30479.0
2015,2,HARDWARE,1630.0
2015,2,HOME AND KITCHEN I,34611.0
2015,2,HOME AND KITCHEN II,26125.0
2015,2,HOME APPLIANCES,959.0
2015,2,HOME CARE,0.0
2015,2,LADIESWEAR,0.0
2015,2,LAWN AND GARDEN,7400.0
2015,2,LINGERIE,9480.0
2015,2,"LIQUOR,WINE,BEER",135762.0
2015,2,MAGAZINES,0.0
2015,2,MEATS,498735.076839
2015,2,PERSONAL CARE,429345.0
2015,2,PET SUPPLIES,0.0
2015,2,PLAYERS AND ELECTRONICS,0.0
2015,2,POULTRY,566082.175503
2015,2,PREPARED FOODS,141031.645971
2015,2,PRODUCE,7907.0
2015,2,SCHOOL AND OFFICE SUPPLIES,0.0
2015,2,SEAFOOD,36066.5610027
2015,3,AUTOMOTIVE,11554.0
2015,3,BABY CARE,0.0
2015,3,BEAUTY,4249.0
2015,3,BEVERAGES,2320034.0
2015,3,BOOKS,0.0
2015,3,BREAD/BAKERY,838120.60417
2015,3,CELEBRATION,0.0
2015,3,CLEANING,1866690.0
2015,3,DAIRY,1234851.0
2015,3,DELI,504635.508104
2015,3,EGGS,320340.0
2015,3,FROZEN FOODS,198538.323037
2015,3,GROCERY I,6149892.945
2015,3,GROCERY II,36465.0
2015,3,HARDWARE,1724.0
2015,3,HOME AND KITCHEN I,38050.0
2015,3,HOME AND KITCHEN II,28568.0
2015,3,HOME APPLIANCES,1301.0
2015,3,HOME CARE,0.0
2015,3,LADIESWEAR,0.0
2015,3,LAWN AND GARDEN,7694.0
2015,3,LINGERIE,9976.0
2015,3,"LIQUOR,WINE,BEER",139452.0
2015,3,MAGAZINES,0.0
2015,3,MEATS,546517.159221
2015,3,PERSONAL CARE,484740.0
2015,3,PET SUPPLIES,0.0
2015,3,PLAYERS AND ELECTRONICS,0.0
2015,3,POULTRY,644374.724782
2015,3,PREPARED FOODS,160126.780967
2015,3,PRODUCE,6905.0
2015,3,SCHOOL AND OFFICE SUPPLIES,0.0
2015,3,SEAFOOD,43808.473074300004
2015,4,AUTOMOTIVE,9047.0
2015,4,BABY CARE,0.0
2015,4,BEAUTY,3998.0
2015,4,BEVERAGES,2307147.0
2015,4,BOOKS,0.0
2015,4,BREAD/BAKERY,799873.21899
2015,4,CELEBRATION,0.0
2015,4,CLEANING,1830427.0
2015,4,DAIRY,1181180.0
2015,4,DELI,480224.648004
2015,4,EGGS,292364.0
2015,4,FROZEN FOODS,203933.23096
2015,4,GROCERY I,5795401.729
2015,4,GROCERY II,37913.0
2015,4,HARDWARE,1637.0
2015,4,HOME AND KITCHEN I,37432.0
2015,4,HOME AND KITCHEN II,26089.0
2015,4,HOME APPLIANCES,1131.0
2015,4,HOME CARE,0.0
2015,4,LADIESWEAR,0.0
2015,4,LAWN AND GARDEN,7340.0
2015,4,LINGERIE,11273.0
2015,4,"LIQUOR,WINE,BEER",142980.0
2015,4,MAGAZINES,2180.0
2015,4,MEATS,522304.280744
2015,4,PERSONAL CARE,455173.0
2015,4,PET SUPPLIES,0.0
2015,4,PLAYERS AND ELECTRONICS,0.0
2015,4,POULTRY,604203.471045
2015,4,PREPARED FOODS,154670.12103
2015,4,PRODUCE,7163.0
2015,4,SCHOOL AND OFFICE SUPPLIES,0.0
2015,4,SEAFOOD,39983.4710025
2015,5,AUTOMOTIVE,9329.0
2015,5,BABY CARE,0.0
2015,5,BEAUTY,5042.0
2015,5,BEVERAGES,3534100.0
2015,5,BOOKS,0.0
2015,5,BREAD/BAKERY,882514.41012
2015,5,CELEBRATION,0.0
2015,5,CLEANING,1914705.0
2015,5,DAIRY,1293308.0
2015,5,DELI,525671.48905
2015,5,EGGS,314260.0
2015,5,FROZEN FOODS,221964.151003
2015,5,GROCERY I,6373796.482
2015,5,GROCERY II,42787.0
2015,5,HARDWARE,1608.0
2015,5,HOME AND KITCHEN I,42200.0
2015,5,HOME AND KITCHEN II,37133.0
2015,5,HOME APPLIANCES,866.0
2015,5,HOME CARE,389532.0
2015,5,LADIESWEAR,0.0
2015,5,LAWN AND GARDEN,8351.0
2015,5,LINGERIE,13736.0
2015,5,"LIQUOR,WINE,BEER",147419.0
2015,5,MAGAZINES,2960.0
2015,5,MEATS,591691.899734
2015,5,PERSONAL CARE,503729.0
2015,5,PET SUPPLIES,186.0
2015,5,PLAYERS AND ELECTRONICS,0.0
2015,5,POULTRY,663035.941336
2015,5,PREPARED FOODS,157764.039051
2015,5,PRODUCE,10172.0
2015,5,SCHOOL AND OFFICE SUPPLIES,0.0
2015,5,SEAFOOD,42506.832015
2015,6,AUTOMOTIVE,9783.0
2015,6,BABY CARE,207.0
2015,6,BEAUTY,5680.0
2015,6,BEVERAGES,4767226.0
2015,6,BOOKS,0.0
2015,6,BREAD/BAKERY,824928.59909
2015,6,CELEBRATION,22116.0
2015,6,CLEANING,1765945.0
2015,6,DAIRY,1243588.0
2015,6,DELI,492229.867984
2015,6,EGGS,294412.0
2015,6,FROZEN FOODS,209088.005026
2015,6,GROCERY I,5855261.474
2015,6,GROCERY II,37675.0
2015,6,HARDWARE,1946.0
2015,6,HOME AND KITCHEN I,40381.0
2015,6,HOME AND KITCHEN II,46924.0
2015,6,HOME APPLIANCES,185.0
2015,6,HOME CARE,432310.0
2015,6,LADIESWEAR,20263.0
2015,6,LAWN AND GARDEN,7434.0
2015,6,LINGERIE,11748.0
2015,6,"LIQUOR,WINE,BEER",151923.0
2015,6,MAGAZINES,2300.0
2015,6,MEATS,565014.130035
2015,6,PERSONAL CARE,446045.0
2015,6,PET SUPPLIES,8810.0
2015,6,PLAYERS AND ELECTRONICS,13084.0
2015,6,POULTRY,616524.182189
2015,6,PREPARED FOODS,162337.996924
2015,6,PRODUCE,3519216.54399
2015,6,SCHOOL AND OFFICE SUPPLIES,1994.0
2015,6,SEAFOOD,38780.5520041
2015,7,AUTOMOTIVE,10555.0
2015,7,BABY CARE,301.0
2015,7,BEAUTY,4905.0
2015,7,BEVERAGES,4719130.0
2015,7,BOOKS,0.0
2015,7,BREAD/BAKERY,844369.56907
2015,7,CELEBRATION,22649.0
2015,7,CLEANING,1842030.0
2015,7,DAIRY,1244815.0
2015,7,DELI,511151.27598
2015,7,EGGS,299069.0
2015,7,FROZEN FOODS,213218.051001
2015,7,GROCERY I,6194259.302
2015,7,GROCERY II,38093.0
2015,7,HARDWARE,1962.0
2015,7,HOME AND KITCHEN I,45790.0
2015,7,HOME AND KITCHEN II,40924.0
2015,7,HOME APPLIANCES,26.0
2015,7,HOME CARE,465652.0
2015,7,LADIESWEAR,19655.0
2015,7,LAWN AND GARDEN,7649.0
2015,7,LINGERIE,13005.0
2015,7,"LIQUOR,WINE,BEER",143987.0
2015,7,MAGAZINES,3025.0
2015,7,MEATS,594903.677368
2015,7,PERSONAL CARE,466584.0
2015,7,PET SUPPLIES,8056.0
2015,7,PLAYERS AND ELECTRONICS,14650.0
2015,7,POULTRY,641989.035386
2015,7,PREPARED FOODS,173992.749984
2015,7,PRODUCE,3583142.789944
2015,7,SCHOOL AND OFFICE SUPPLIES,1545.0
2015,7,SEAFOOD,38535.5880059
2015,8,AUTOMOTIVE,11156.0
2015,8,BABY CARE,417.0
2015,8,BEAUTY,6416.0
2015,8,BEVERAGES,4935188.0
2015,8,BOOKS,0.0
2015,8,BREAD/BAKERY,859257.82827
2015,8,CELEBRATION,24634.0
2015,8,CLEANING,1920666.0
2015,8,DAIRY,1263428.0
2015,8,DELI,525126.166004
2015,8,EGGS,303087.0
2015,8,FROZEN FOODS,211230.015015
2015,8,GROCERY I,6558197.975
2015,8,GROCERY II,37712.0
2015,8,HARDWARE,2180.0
2015,8,HOME AND KITCHEN I,41277.0
2015,8,HOME AND KITCHEN II,44678.0
2015,8,HOME APPLIANCES,644.0
2015,8,HOME CARE,495183.0
2015,8,LADIESWEAR,20255.0
2015,8,LAWN AND GARDEN,7424.0
2015,8,LINGERIE,14640.0
2015,8,"LIQUOR,WINE,BEER",142775.0
2015,8,MAGAZINES,2678.0
2015,8,MEATS,581214.143026
2015,8,PERSONAL CARE,499242.0
2015,8,PET SUPPLIES,9231.0
2015,8,PLAYERS AND ELECTRONICS,19021.0
2015,8,POULTRY,635224.973362
2015,8,PREPARED FOODS,175323.635927
2015,8,PRODUCE,3562251.92368
2015,8,SCHOOL AND OFFICE SUPPLIES,16148.0
2015,8,SEAFOOD,37767.5809975
2015,9,AUTOMOTIVE,9699.0
2015,9,BABY CARE,359.0
2015,9,BEAUTY,6338.0
2015,9,BEVERAGES,5497255.0
2015,9,BOOKS,0.0
2015,9,BREAD/BAKERY,850992.04703
2015,9,CELEBRATION,23634.0
2015,9,CLEANING,1898402.0
2015,9,DAIRY,1224619.0
2015,9,DELI,518201.89304
2015,9,EGGS,285324.0
2015,9,FROZEN FOODS,201180.617978
2015,9,GROCERY I,6432350.409
2015,9,GROCERY II,35638.0
2015,9,HARDWARE,2119.0
2015,9,HOME AND KITCHEN I,45328.0
2015,9,HOME AND KITCHEN II,43258.0
2015,9,HOME APPLIANCES,317.0
2015,9,HOME CARE,464185.0
2015,9,LADIESWEAR,20785.0
2015,9,LAWN AND GARDEN,7567.0
2015,9,LINGERIE,13715.0
2015,9,"LIQUOR,WINE,BEER",123645.0
2015,9,MAGAZINES,2402.0
2015,9,MEATS,562711.633157
2015,9,PERSONAL CARE,498625.0
2015,9,PET SUPPLIES,7010.0
2015,9,PLAYERS AND ELECTRONICS,18213.0
2015,9,POULTRY,614447.425565
2015,9,PREPARED FOODS,175876.483981
2015,9,PRODUCE,3599059.59415
2015,9,SCHOOL AND OFFICE SUPPLIES,15719.0
2015,9,SEAFOOD,41906.3740102
2015,10,AUTOMOTIVE,13483.0
2015,10,BABY CARE,62.0
2015,10,BEAUTY,7410.0
2015,10,BEVERAGES,5307322.0
2015,10,BOOKS,0.0
2015,10,BREAD/BAKERY,838459.12483
2015,10,CELEBRATION,27909.0
2015,10,CLEANING,1900911.0
2015,10,DAIRY,1314827.0
2015,10,DELI,500247.62201
2015,10,EGGS,289616.0
2015,10,FROZEN FOODS,217848.296939
2015,10,GROCERY I,6985096.258
2015,10,GROCERY II,33959.0
2015,10,HARDWARE,2027.0
2015,10,HOME AND KITCHEN I,59354.0
2015,10,HOME AND KITCHEN II,91028.0
2015,10,HOME APPLIANCES,758.0
2015,10,HOME CARE,460249.0
2015,10,LADIESWEAR,18756.0
2015,10,LAWN AND GARDEN,8367.0
2015,10,LINGERIE,12827.0
2015,10,"LIQUOR,WINE,BEER",148053.0
2015,10,MAGAZINES,11712.0
2015,10,MEATS,580788.361242
2015,10,PERSONAL CARE,499639.0
2015,10,PET SUPPLIES,8782.0
2015,10,PLAYERS AND ELECTRONICS,16580.0
2015,10,POULTRY,679503.3993027
2015,10,PREPARED FOODS,182636.189045
2015,10,PRODUCE,3615706.45023
2015,10,SCHOOL AND OFFICE SUPPLIES,2927.0
2015,10,SEAFOOD,41423.9629634
2015,11,AUTOMOTIVE,11777.0
2015,11,BABY CARE,4.0
2015,11,BEAUTY,7884.0
2015,11,BEVERAGES,4994499.0
2015,11,BOOKS,0.0
2015,11,BREAD/BAKERY,791100.24677
2015,11,CELEBRATION,23811.0
2015,11,CLEANING,1783214.0
2015,11,DAIRY,1283672.0
2015,11,DELI,432527.620994
2015,11,EGGS,279691.0
2015,11,FROZEN FOODS,228244.666025
2015,11,GROCERY I,6687613.611
2015,11,GROCERY II,32543.0
2015,11,HARDWARE,2160.0
2015,11,HOME AND KITCHEN I,55080.0
2015,11,HOME AND KITCHEN II,34511.0
2015,11,HOME APPLIANCES,904.0
2015,11,HOME CARE,432222.0
2015,11,LADIESWEAR,18063.0
2015,11,LAWN AND GARDEN,7569.0
2015,11,LINGERIE,10663.0
2015,11,"LIQUOR,WINE,BEER",139034.0
2015,11,MAGAZINES,8615.0
2015,11,MEATS,535908.927954
2015,11,PERSONAL CARE,472022.0
2015,11,PET SUPPLIES,10338.0
2015,11,PLAYERS AND ELECTRONICS,15864.0
2015,11,POULTRY,662504.421116
2015,11,PREPARED FOODS,177277.299061
2015,11,PRODUCE,3624200.81428
2015,11,SCHOOL AND OFFICE SUPPLIES,2612.0
2015,11,SEAFOOD,38823.7610112
2015,12,AUTOMOTIVE,12667.0
2015,12,BABY CARE,179.0
2015,12,BEAUTY,8266.0
2015,12,BEVERAGES,5476961.0
2015,12,BOOKS,0.0
2015,12,BREAD/BAKERY,774252.76412
2015,12,CELEBRATION,29133.0
2015,12,CLEANING,2094086.0
2015,12,DAIRY,1394582.0
2015,12,DELI,490186.060992
2015,12,EGGS,277802.0
2015,12,FROZEN FOODS,1236634.193202
2015,12,GROCERY I,8354408.355
2015,12,GROCERY II,61021.0
2015,12,HARDWARE,2417.0
2015,12,HOME AND KITCHEN I,73710.0
2015,12,HOME AND KITCHEN II,59209.0
2015,12,HOME APPLIANCES,992.0
2015,12,HOME CARE,480217.0
2015,12,LADIESWEAR,19045.0
2015,12,LAWN AND GARDEN,7822.0
2015,12,LINGERIE,10072.0
2015,12,"LIQUOR,WINE,BEER",275241.0
2015,12,MAGAZINES,12504.0
2015,12,MEATS,567381.391078
2015,12,PERSONAL CARE,547757.0
2015,12,PET SUPPLIES,10370.0
2015,12,PLAYERS AND ELECTRONICS,19916.0
2015,12,POULTRY,679621.19214
2015,12,PREPARED FOODS,178843.000085
2015,12,PRODUCE,4052565.440184
2015,12,SCHOOL AND OFFICE SUPPLIES,2392.0
2015,12,SEAFOOD,33728.2769727
2016,1,AUTOMOTIVE,12119.0
2016,1,BABY CARE,311.0
2016,1,BEAUTY,7020.0
2016,1,BEVERAGES,5307788.0
2016,1,BOOKS,0.0
2016,1,BREAD/BAKERY,814228.83333
2016,1,CELEBRATION,22917.0
2016,1,CLEANING,1969534.0
2016,1,DAIRY,1354875.0
2016,1,DELI,481682.521008
2016,1,EGGS,284872.0
2016,1,FROZEN FOODS,243267.786982
2016,1,GROCERY I,6679403.034
2016,1,GROCERY II,34735.0
2016,1,HARDWARE,1846.0
2016,1,HOME AND KITCHEN I,44227.0
2016,1,HOME AND KITCHEN II,47808.0
2016,1,HOME APPLIANCES,979.0
2016,1,HOME CARE,474959.0
2016,1,LADIESWEAR,18331.0
2016,1,LAWN AND GARDEN,7585.0
2016,1,LINGERIE,7914.0
2016,1,"LIQUOR,WINE,BEER",127514.0
2016,1,MAGAZINES,8376.0
2016,1,MEATS,591097.190342
2016,1,PERSONAL CARE,560083.0
2016,1,PET SUPPLIES,10644.0
2016,1,PLAYERS AND ELECTRONICS,14277.0
2016,1,POULTRY,647947.552835
2016,1,PREPARED FOODS,178495.95
2016,1,PRODUCE,3980591.69598
2016,1,SCHOOL AND OFFICE SUPPLIES,3108.0
2016,1,SEAFOOD,39268.3209571
2016,2,AUTOMOTIVE,12185.0
2016,2,BABY CARE,418.0
2016,2,BEAUTY,6702.0
2016,2,BEVERAGES,4730609.0
2016,2,BOOKS,0.0
2016,2,BREAD/BAKERY,746452.085035
2016,2,CELEBRATION,22105.0
2016,2,CLEANING,1759007.0
2016,2,DAIRY,1250980.0
2016,2,DELI,439429.477934
2016,2,EGGS,269977.0
2016,2,FROZEN FOODS,218880.030053
2016,2,GROCERY I,6302594.085
2016,2,GROCERY II,31675.0
2016,2,HARDWARE,2107.0
2016,2,HOME AND KITCHEN I,34421.0
2016,2,HOME AND KITCHEN II,49257.0
2016,2,HOME APPLIANCES,950.0
2016,2,HOME CARE,418817.0
2016,2,LADIESWEAR,16438.0
2016,2,LAWN AND GARDEN,7977.0
2016,2,LINGERIE,8609.0
2016,2,"LIQUOR,WINE,BEER",151467.0
2016,2,MAGAZINES,10715.0
2016,2,MEATS,544954.45565
2016,2,PERSONAL CARE,473164.0
2016,2,PET SUPPLIES,8959.0
2016,2,PLAYERS AND ELECTRONICS,13385.0
2016,2,POULTRY,623956.104828
2016,2,PREPARED FOODS,166330.143981
2016,2,PRODUCE,3585008.59157
2016,2,SCHOOL AND OFFICE SUPPLIES,2815.0
2016,2,SEAFOOD,37064.8269518
2016,3,AUTOMOTIVE,12058.0
2016,3,BABY CARE,442.0
2016,3,BEAUTY,7133.0
2016,3,BEVERAGES,4967615.0
2016,3,BOOKS,0.0
2016,3,BREAD/BAKERY,824698.63703
2016,3,CELEBRATION,23386.0
2016,3,CLEANING,1770695.0
2016,3,DAIRY,1411860.0
2016,3,DELI,456444.94902
2016,3,EGGS,291765.0
2016,3,FROZEN FOODS,215647.990991
2016,3,GROCERY I,6717593.188
2016,3,GROCERY II,32494.0
2016,3,HARDWARE,2167.0
2016,3,HOME AND KITCHEN I,42891.0
2016,3,HOME AND KITCHEN II,42174.0
2016,3,HOME APPLIANCES,503.0
2016,3,HOME CARE,439423.0
2016,3,LADIESWEAR,18504.0
2016,3,LAWN AND GARDEN,8285.0
2016,3,LINGERIE,8083.0
2016,3,"LIQUOR,WINE,BEER",147530.0
2016,3,MAGAZINES,9977.0
2016,3,MEATS,543454.35006
2016,3,PERSONAL CARE,487105.0
2016,3,PET SUPPLIES,9677.0
2016,3,PLAYERS AND ELECTRONICS,14326.0
2016,3,POULTRY,616070.227746
2016,3,PREPARED FOODS,180492.361001
2016,3,PRODUCE,3786813.37098
2016,3,SCHOOL AND OFFICE SUPPLIES,3218.0
2016,3,SEAFOOD,39254.8089919
2016,4,AUTOMOTIVE,11631.0
2016,4,BABY CARE,365.0
2016,4,BEAUTY,8293.0
2016,4,BEVERAGES,5694504.0
2016,4,BOOKS,0.0
2016,4,BREAD/BAKERY,854779.90178
2016,4,CELEBRATION,23010.0
2016,4,CLEANING,1984042.0
2016,4,DAIRY,1427146.0
2016,4,DELI,475840.183096
2016,4,EGGS,294315.0
2016,4,FROZEN FOODS,212614.846006
2016,4,GROCERY I,8408542.133
2016,4,GROCERY II,34390.0
2016,4,HARDWARE,2385.0
2016,4,HOME AND KITCHEN I,41988.0
2016,4,HOME AND KITCHEN II,46397.0
2016,4,HOME APPLIANCES,430.0
2016,4,HOME CARE,540762.0
2016,4,LADIESWEAR,18301.0
2016,4,LAWN AND GARDEN,7710.0
2016,4,LINGERIE,8843.0
2016,4,"LIQUOR,WINE,BEER",129750.0
2016,4,MAGAZINES,11227.0
2016,4,MEATS,583662.4468129
2016,4,PERSONAL CARE,621247.0
2016,4,PET SUPPLIES,10963.0
2016,4,PLAYERS AND ELECTRONICS,18583.0
2016,4,POULTRY,645681.331094
2016,4,PREPARED FOODS,175991.307998
2016,4,PRODUCE,3621327.48513
2016,4,SCHOOL AND OFFICE SUPPLIES,8950.0
2016,4,SEAFOOD,39353.4670453
2016,5,AUTOMOTIVE,11839.0
2016,5,BABY CARE,455.0
2016,5,BEAUTY,7460.0
2016,5,BEVERAGES,5198351.0
2016,5,BOOKS,0.0
2016,5,BREAD/BAKERY,929525.61024
2016,5,CELEBRATION,23049.0
2016,5,CLEANING,1954871.0
2016,5,DAIRY,1520885.0
2016,5,DELI,491731.432006
2016,5,EGGS,307394.0
2016,5,FROZEN FOODS,226919.323943
2016,5,GROCERY I,7428993.997
2016,5,GROCERY II,36873.0
2016,5,HARDWARE,2001.0
2016,5,HOME AND KITCHEN I,45617.0
2016,5,HOME AND KITCHEN II,45026.0
2016,5,HOME APPLIANCES,1020.0
2016,5,HOME CARE,480596.0
2016,5,LADIESWEAR,20948.0
2016,5,LAWN AND GARDEN,8964.0
2016,5,LINGERIE,11327.0
2016,5,"LIQUOR,WINE,BEER",138220.0
2016,5,MAGAZINES,10676.0
2016,5,MEATS,591532.731223
2016,5,PERSONAL CARE,553838.0
2016,5,PET SUPPLIES,11160.0
2016,5,PLAYERS AND ELECTRONICS,15911.0
2016,5,POULTRY,645478.513026
2016,5,PREPARED FOODS,175327.396089
2016,5,PRODUCE,3832996.612716
2016,5,SCHOOL AND OFFICE SUPPLIES,10427.0
2016,5,SEAFOOD,40018.6439847
2016,6,AUTOMOTIVE,9936.0
2016,6,BABY CARE,436.0
2016,6,BEAUTY,7232.0
2016,6,BEVERAGES,4463076.0
2016,6,BOOKS,0.0
2016,6,BREAD/BAKERY,875785.68722
2016,6,CELEBRATION,22204.0
2016,6,CLEANING,1762409.0
2016,6,DAIRY,1373631.0
2016,6,DELI,446243.38405
2016,6,EGGS,290942.0
2016,6,FROZEN FOODS,205615.886953
2016,6,GROCERY I,6630982.804
2016,6,GROCERY II,34731.0
2016,6,HARDWARE,1722.0
2016,6,HOME AND KITCHEN I,45512.0
2016,6,HOME AND KITCHEN II,39878.0
2016,6,HOME APPLIANCES,455.0
2016,6,HOME CARE,414720.0
2016,6,LADIESWEAR,18149.0
2016,6,LAWN AND GARDEN,8484.0
2016,6,LINGERIE,7038.0
2016,6,"LIQUOR,WINE,BEER",135339.0
2016,6,MAGAZINES,9022.0
2016,6,MEATS,557547.144229
2016,6,PERSONAL CARE,465449.0
2016,6,PET SUPPLIES,9463.0
2016,6,PLAYERS AND ELECTRONICS,13517.0
2016,6,POULTRY,593441.9426755
2016,6,PREPARED FOODS,166893.046994
2016,6,PRODUCE,3560052.78525
2016,6,SCHOOL AND OFFICE SUPPLIES,2461.0
2016,6,SEAFOOD,36849.8990121
2016,7,AUTOMOTIVE,11549.0
2016,7,BABY CARE,381.0
2016,7,BEAUTY,9043.0
2016,7,BEVERAGES,4837784.0
2016,7,BOOKS,0.0
2016,7,BREAD/BAKERY,904726.56619
2016,7,CELEBRATION,23026.0
2016,7,CLEANING,1857295.0
2016,7,DAIRY,1412688.0
2016,7,DELI,483486.869006
2016,7,EGGS,304831.0
2016,7,FROZEN FOODS,215952.237985
2016,7,GROCERY I,6970735.675
2016,7,GROCERY II,24388.0
2016,7,HARDWARE,2013.0
2016,7,HOME AND KITCHEN I,59254.0
2016,7,HOME AND KITCHEN II,40157.0
2016,7,HOME APPLIANCES,358.0
2016,7,HOME CARE,477706.0
2016,7,LADIESWEAR,19037.0
2016,7,LAWN AND GARDEN,8640.0
2016,7,LINGERIE,8040.0
2016,7,"LIQUOR,WINE,BEER",179266.0
2016,7,MAGAZINES,10498.0
2016,7,MEATS,607702.419729
2016,7,PERSONAL CARE,498521.0
2016,7,PET SUPPLIES,10279.0
2016,7,PLAYERS AND ELECTRONICS,15342.0
2016,7,POULTRY,643886.70543
2016,7,PREPARED FOODS,174941.788953
2016,7,PRODUCE,3609957.43776
2016,7,SCHOOL AND OFFICE SUPPLIES,1746.0
2016,7,SEAFOOD,39440.7330506
2016,8,AUTOMOTIVE,10792.0
2016,8,BABY CARE,457.0
2016,8,BEAUTY,8774.0
2016,8,BEVERAGES,4864024.0
2016,8,BOOKS,0.0
2016,8,BREAD/BAKERY,859934.09698
2016,8,CELEBRATION,22353.0
2016,8,CLEANING,1765779.0
2016,8,DAIRY,1330689.0
2016,8,DELI,456744.74002
2016,8,EGGS,289890.0
2016,8,FROZEN FOODS,196778.563997
2016,8,GROCERY I,6523503.729
2016,8,GROCERY II,29200.0
2016,8,HARDWARE,1966.0
2016,8,HOME AND KITCHEN I,45010.0
2016,8,HOME AND KITCHEN II,37050.0
2016,8,HOME APPLIANCES,537.0
2016,8,HOME CARE,458403.0
2016,8,LADIESWEAR,17133.0
2016,8,LAWN AND GARDEN,8968.0
2016,8,LINGERIE,8893.0
2016,8,"LIQUOR,WINE,BEER",151444.0
2016,8,MAGAZINES,9904.0
2016,8,MEATS,568488.623049
2016,8,PERSONAL CARE,462022.0
2016,8,PET SUPPLIES,10211.0
2016,8,PLAYERS AND ELECTRONICS,15084.0
2016,8,POULTRY,586723.178445
2016,8,PREPARED FOODS,165052.257914
2016,8,PRODUCE,3489905.476504
